圖名,點名,等級,圖號,標石號碼,標石種類,經度-度,分,秒,緯度-度,分,秒,高程_m,橫坐標_67坐標系統,縱坐標_67坐標系統
霧社,三角峰,2,9621-3,1465,花崗石,121,11,1.3385,24,5,57.6860,2375.748,268670,2666040
霧社,八仙山,2,9621-3,1547,花崗石,121,0,13.6485,24,9,21.6839,2365.501,250380,2672310
霧社,白狗南山,2,9621-3,1224,花崗石,121,6,12.0375,24,9,29.6274,2872.909,260500,2672550
霧社,更孟山,2,9621-3,1225,花崗石,121,13,19.5133,24,13,33.2424,2531.536,272550,2680060
梨山,小雪山,2,9621-4,1544,花崗石,121,1,52.5519,24,17,52.5612,2997.186,253170,2688020
梨山,佳陽山,2,9621-4,1462,花崗石,121,10,47.3952,24,18,30.3064,3314.147,268250,2689200
梨山,大雪山,2,9621-4,1545,花崗石,121,6,46.8555,24,19,57.1173,3529.657,261460,2691860
梨山,合流山,2,9621-4,1542,花崗石,121,3,14.2404,24,21,42.1860,2533.013,255470,2695090
梨山,中山,2,9621-4,1541,花崗石,121,8,32.9463,24,26,51.9980,2631.702,264440,2704630
梨山,大霸尖山,2,9621-4,1540,花崗石,121,14,59.4895,24,27,34.3153,3491.514,275330,2705940
梨山,鹿場大山,2,9621-4,1536,花崗石,121,3,45.1012,24,29,56.0508,2617.752,256330,2710280
桃園,那是山,2,9622-1,1532,花崗石,121,18,6.8112,24,45,28.0534,1519.911,280530,2738990
桃園,塔開山,2,9622-1,1533,花崗石,121,26,39.9398,24,47,37.6654,1727.838,294930,2743020
桃園,金面山,2,9622-1,1056,花崗石,121,19,38.0841,24,52,5.7842,667.447,283060,2751230
桃園,溪南山,2,9622-1,1024,花崗石,121,23,20.9012,24,55,35.0079,301.050,289300,2757690
桃園,內坡山,2,9622-1,1099,花崗石,121,26,52.3083,24,56,53.0591,429.748,295220,2760110
桃園,中壢埔頂,2,9622-1,1201,花崗石,121,15,18.2414,24,57,29.0743,138.934,275750,2761160
桃園,水尾子庄,2,9622-1,1019,花崗石,121,15,4.3199,24,59,19.5180,107.787,275350,2764560
桃園,四十張,2,9622-1,內補001,花崗石,121,28,14.1109,24,59,54.5137,46.630,297500,2765700
土場,眉有岩,2,9622-2,1553,花崗石,121,22,36.9825,24,30,54.0863,2327.649,288190,2712120
土場,木名地山,2,9622-2,1538,花崗石,121,15,59.7115,24,33,8.0216,2574.783,277000,2716210
土場,泰矢生山,2,9622-2,1531,花崗石,121,21,51.8327,24,35,45.1030,2444.305,286900,2721070
土場,烏山,2,9622-2,1548,花崗石,121,26,59.9873,24,36,34.4382,1625.930,295560,2722610
土場,夫婦山,2,9622-2,1534,花崗石,121,23,40.2834,24,43,28.9375,1870.253,289910,2735350
竹東,結城山,2,9622-3,1539,花崗石,121,10,12.9470,24,30,32.4831,2475.471,267250,2711410
竹東,面托油山,2,9622-3,1537,花崗石,121,7,33.9584,24,34,9.8747,1798.308,262770,2718100
竹東,霞山,2,9622-3,1554,花崗石,121,12,35.1280,24,36,13.0308,2166.981,271240,2721900
竹東,橫屏背,2,9622-3,1111,花崗石,121,1,7.7589,24,37,1.5029,779.240,251900,2723370
竹東,油羅山,2,9622-3,1555,花崗石,121,10,34.2282,24,38,1.3889,1763.564,267830,2725220
竹東,五指山,2,9622-3,1116,花崗石,121,5,16.6848,24,38,35.1095,1061.692,258900,2726250
竹東,麥樹仁山,2,9622-3,1117,花崗石,121,11,25.7357,24,43,10.1291,758.271,269270,2734730
中壢,王爺坑,2,9622-4,1050,花崗石,121,6,38.8082,24,46,5.8468,462.028,261200,2740120
中壢,石頭坑,2,9622-4,1029,花崗石,121,3,56.5818,24,48,17.1398,237.061,256640,2744160
中壢,大湖口,2,9622-4,內補022,花崗石,121,2,35.1341,24,51,43.1962,184.639,254350,2750500
中壢,三洽水,2,9622-4,1038,花崗石,121,10,34.5605,24,52,8.1488,398.214,267810,2751280
中壢,高山頂,2,9622-4,1023,花崗石,121,10,42.4951,24,55,50.2497,214.906,268020,2758110
中壢,伯公崗,2,9622-4,內補021,花崗石,121,3,57.2491,24,56,36.0659,114.752,256650,2759510
淡水,水汴頭,2,9623-2,1054,花崗石,121,18,58.8142,25,1,41.1606,254.435,281920,2768930
淡水,頭前,2,9623-2,1047,花崗石,121,26,56.5598,25,3,49.4566,0.996,295300,2772920
淡水,五股,2,9623-2,內補002,花崗石,121,25,12.8740,25,4,29.1387,155.216,292390,2774130
淡水,觀音山,2,9623-2,內補012,花崗石,121,25,6.3430,25,8,15.7390,616.005,292180,2781100
淡水,淡海,2,9623-2,內補004,花崗石,121,25,15.9606,25,12,21.4102,36.172,292430,2788660
淡水,大片頭,2,9623-2,內補005,花崗石,121,26,43.9170,25,14,57.6349,22.665,294880,2793470
大園,崙坪,2,9623-3,1052,花崗石,121,9,19.6338,25,0,18.2849,101.659,265690,2766350
豐濱,太巴塱山,2,9720-3,1222,花崗石,121,30,44.4337,23,40,33.1007,744.617,302250,2619220
花蓮,六階鼻山,2,9720-4,1213,花崗石,121,30,35.8143,23,45,39.1917,588.165,301970,2628640
花蓮,賀田山,2,9720-4,1215,花崗石,121,34,43.3867,23,53,22.3959,441.200,308930,2642920
花蓮,初音山,2,9720-4,1412,花崗石,121,31,23.6870,23,58,21.2330,905.452,303240,2652090
南澳,海岸山,2,9721-1,1201,花崗石,121,47,10.0370,24,25,53.4442,421.552,329710,2703040
新城,嵐山,2,9721-3,內補304,觀音石,121,31,22.0550,24,3,1.4484,2033.026,303160,2660710
新城,新城山,2,9721-3,1206,花崗石,121,35,43.6573,24,8,2.6829,1440.415,310520,2670000
新城,立霧山,2,9721-3,1221,花崗石,121,38,1.4387,24,10,47.7120,1274.414,314380,2675100
和平,二子山,2,9721-4,1452,花崗石,121,33,42.5284,24,15,30.9448,2565.068,307040,2683780
和平,杵望山,2,9721-4,1199,花崗石,121,40,47.1169,24,17,48.2358,1549.339,319000,2688060
和平,石楠花,2,9721-4,1552,花崗石,121,35,3.3560,24,21,15.7235,2048.242,309280,2694400
和平,金巢山,2,9721-4,1198,花崗石,121,42,36.3282,24,22,12.3878,1725.383,322030,2696200
和平,山櫻,2,9721-4,1551,花崗石,121,33,37.0595,24,26,15.0195,1871.537,306810,2703600
和平,鹿皮山,2,9721-4,1197,花崗石,121,43,10.5570,24,29,24.2284,1666.380,322930,2709490
頭城,三抱竹,2,9722-1,內補025,花崗石,121,48,50.4153,24,49,36.4335,16.728,332280,2746840
頭城,鶯嘴嶺,2,9722-1,1130,花崗石,121,48,13.0374,24,54,29.6011,942.540,331170,2755860
頭城,草嶺,2,9722-1,1181,花崗石,121,54,7.8732,24,58,34.9319,616.335,341080,2763470
頭城,柑腳山,2,9722-1,1150,花崗石,121,47,52.4934,24,59,27.6902,614.724,330540,2765030
蘇澳,七星嶺,2,9722-2,內補023,花崗石,121,50,42.8657,24,36,20.3590,228.837,335590,2722370
三星,銅山,2,9722-3,1129,花崗石,121,38,47.1698,24,30,41.6479,1919.901,315500,2711840
三星,大元山,2,9722-3,1086,花崗石,121,38,16.2965,24,33,41.5452,1489.752,314610,2717370
三星,九分山,2,9722-3,1200,花崗石,121,33,49.0742,24,36,33.6105,1088.719,307070,2722630
三星,大湖桶山,2,9722-3,1030,花崗石,121,38,41.5682,24,38,18.1641,722.594,315280,2725880
三星,拳頭母山,2,9722-3,1025,花崗石,121,32,16.4535,24,42,34.9700,1550.612,304420,2733740
三星,三針後山,2,9722-3,1022,花崗石,121,38,14.7857,24,44,20.2502,814.967,314470,2737020
三星,員山,2,9722-3,1204,花崗石,121,42,42.7082,24,44,49.4344,42.619,322000,2737950
宜蘭,阿玉山,2,9722-4,1026,花崗石,121,35,40.4998,24,47,28.4370,1419.914,310110,2742790
宜蘭,波路山,2,9722-4,4133,花崗石,121,31,58.8762,24,47,54.5583,1417.996,303890,2743570
宜蘭,呂奔山,2,9722-4,1137,花崗石,121,35,50.5003,24,51,53.8390,924.550,310360,2750960
宜蘭,直潭山,2,9722-4,1045,花崗石,121,33,33.9762,24,55,21.4872,728.837,306500,2757330
宜蘭,橫坪,2,9722-4,1039,花崗石,121,38,43.6250,24,57,9.1563,688.620,315170,2760680
宜蘭,火燒寮山,2,9722-4,1041,花崗石,121,42,35.9048,24,58,35.6988,839.816,321670,2763380
宜蘭,溪子口山,2,9722-4,1043,花崗石,121,32,25.5636,24,59,39.5501,142.649,304550,2765260
雙溪,隆隆山,2,9723-2,977,花崗石,121,58,0.3623,25,0,11.8360,432.496,347580,2766490
雙溪,五分山,2,9723-2,1065,花崗石,121,46,20.7285,25,4,21.9124,756.789,327920,2774060
雙溪,鼻頭,2,9723-2,1173,花崗石,121,54,50.9408,25,7,43.4344,110.031,342180,2780350
雙溪,槓子寮,2,9723-2,1168,花崗石,121,46,2.7418,25,8,41.6902,162.273,327370,2782050
台北市,茄苳腳山,2,9723-3,1060,花崗石,121,40,20.7818,25,2,34.7060,641.160,317850,2770710
台北市,劍潭山,2,9723-3,1064,花崗石,121,31,15.8464,25,5,9.8022,152.256,302560,2775420
台北市,東勢下股,2,9723-3,1055,花崗石,121,41,27.5067,25,6,38.5731,230.394,319680,2778220
台北市,大屯山,2,9723-3,內補006,花崗石,121,30,53.0535,25,10,36.3198,1076.931,301880,2785460
台北市,中幅子山,2,9723-3,1063,花崗石,121,39,41.9954,25,10,45.1042,471.666,316690,2785790
台北市,野柳,2,9723-3,內補003,花崗石,121,41,20.7714,25,12,55.9820,92.638,319430,2789840
台北市,竹子山,2,9723-3,內補007,花崗石,121,33,32.8752,25,13,6.6741,1074.272,306330,2790100
富貴角,西勢湖,2,9723-4,1027,花崗石,121,35,44.4062,25,15,16.4519,390.948,310000,2794110
富貴角,下員坑,2,9723-4,1068,花崗石,121,30,9.6344,25,17,16.6762,31.347,300620,2797770
