圖名,點名,等級,圖號,標石號碼,標石種類,經度-度,分,秒,緯度-度,分,秒,高程_m,橫坐標_67坐標系統,縱坐標_67坐標系統
澎湖,煙墩山,3,,陸補23,水泥柱,119,34,33.9924,23,40,34.1699,38.403,308760,2619280
澎湖,西嵌,3,,陸補16,水泥柱,119,35,20.1411,23,44,21.3275,18.070,310030,2626280
澎湖,東嵌,3,,陸補17,水泥柱,119,36,11.8327,23,44,57.0375,16.058,311490,2627380
琉球嶼,崎子頂,3,9417-I,內補289,花崗石,120,28,40.8563,22,25,56.4012,2.996,196260,2481520
琉球嶼,B2,3,9417-I,內導533,花崗石,120,28,55.9286,22,27,21.5227,1.511,196700,2484140
琉球嶼,新庄,3,9417-I,內補286,花崗石,120,28,32.3293,22,27,29.7383,2.150,196030,2484390
琉球嶼,A1,3,9417-I,內導941,銅標,120,26,58.6522,22,29,6.3535,11.328,193360,2487380
琉球嶼,烏龍,3,9417-I,900,花崗石,120,26,33.8926,22,29,40.2184,1.932,192660,2488420
旗山,D2,3,9418-I,內導936,銅標,120,29,31.4570,22,45,27.1249,43.815,197830,2517530
旗山,面前埔,3,9418-I,內補046,觀音石,120,22,5.4228,22,45,54.2150,110.808,185110,2518410
旗山,三塊厝,3,9418-I,560,花崗石,120,27,55.8432,22,45,58.6081,33.758,195110,2518510
旗山,崎溜山,3,9418-I,511,青石,120,22,42.9891,22,47,29.3484,236.015,186200,2521330
旗山,高尾山,3,9418-I,621,花崗石,120,25,32.7770,22,47,29.5273,263.930,191040,2521320
旗山,埔子厝,3,9418-I,內補275,觀音石,120,28,26.6623,22,47,45.3973,39.993,196000,2521790
旗山,岡山,3,9418-I,NO.080,銅標,120,17,15.2896,22,47,46.2234,21.324,176850,2521890
旗山,本洲,3,9418-I,510,花崗石,120,15,32.2954,22,48,9.4142,11.676,173920,2522620
旗山,小崗山,3,9418-I,515,花崗石,120,19,40.4409,22,49,10.0196,251.429,181000,2524450
旗山,彌勒肚,3,9418-I,623,花崗石,120,28,38.4352,22,49,18.3520,36.942,196350,2524650
旗山,東崗山,3,9418-I,479,花崗石,120,22,25.9581,22,49,50.3962,82.681,185730,2525670
旗山,口方口毒坑山,3,9418-I,570,花崗石,120,26,56.1668,22,49,51.8143,179.590,193430,2525690
旗山,三爺埤,3,9418-I,393,花崗石,120,16,41.4013,22,49,58.8346,7.631,175910,2525980
旗山,半廍,3,9418-I,內補250,銅標,120,27,56.3154,22,51,9.6264,52.259,195160,2528070
旗山,手巾寮,3,9418-I,內補248,銅標,120,29,47.5484,22,51,31.3597,52.195,198330,2528730
旗山,大廍庭山,3,9418-I,506,花崗石,120,25,47.0650,22,51,46.1114,234.967,191480,2529210
旗山,E0,3,9418-I,內導932,銅標,120,19,53.8393,22,52,59.9495,32.926,181420,2531520
旗山,新鳥山,3,9418-I,504,花崗石,120,21,19.4013,22,53,8.4239,73.898,183860,2531770
旗山,阿蓮庄,3,9418-I,477,花崗石,120,18,59.3783,22,53,10.6116,21.565,179870,2531860
旗山,E1,3,9418-I,內導931,銅標,120,19,5.0591,22,53,13.1292,33.752,180030,2531930
旗山,EA,3,9418-I,內導930,銅標,120,18,17.1396,22,53,15.7732,25.276,178660,2532020
旗山,E3,3,9418-I,內導928,銅標,120,17,7.1049,22,53,32.5690,24.554,176670,2532550
旗山,中路,3,9418-I,513,花崗石,120,16,59.4147,22,53,38.8110,17.731,176450,2532740
旗山,E2,3,9418-I,內導929,銅標,120,17,8.4109,22,53,39.4611,24.695,176710,2532760
旗山,新埤園,3,9418-I,內補005,花崗石,120,15,22.8705,22,54,40.0670,16.059,173710,2534640
旗山,烏山,3,9418-I,內補271,觀音石,120,23,51.3421,22,55,2.7405,139.368,188200,2535270
旗山,B7,3,9418-I,內導643,花崗石,120,15,6.8829,22,55,15.5888,12.346,173260,2535730
旗山,八甲寮,3,9418-I,522,花崗石,120,20,39.6884,22,55,17.6186,87.029,182740,2535750
旗山,刣豬厝,3,9418-I,627,花崗石,120,16,26.5676,22,55,32.4152,24.274,175530,2536240
旗山,大山,3,9418-I,內補272,觀音石,120,28,29.2832,22,55,37.3401,266.353,196130,2536300
旗山,牛息山,3,9418-I,485,花崗石,120,22,17.1904,22,55,44.9796,133.305,185530,2536580
旗山,深坑子,3,9418-I,508,花崗石,120,19,45.6526,22,56,16.3080,51.491,181210,2537560
旗山,龍船窩山,3,9418-I,539,花崗石,120,25,5.1453,22,56,27.8742,306.957,190320,2537880
旗山,B4,3,9418-I,內導642,花崗石,120,15,16.3122,22,56,34.0318,11.698,173540,2538150
旗山,內葉嶺,3,9418-I,內補062,觀音石,120,22,35.1762,22,57,6.3509,159.206,186050,2539080
旗山,埔姜林,3,9418-I,內補273,觀音石,120,29,43.1221,22,57,11.6509,158.884,198240,2539200
旗山,杷竿,3,9418-I,內補68,銅標,120,15,50.4200,22,57,17.3213,25.414,174520,2539470
旗山,大潭山,3,9418-I,484,花崗石,120,20,1.3673,22,57,47.5354,66.484,181670,2540370
旗山,浸水寮,3,9418-I,520,花崗石,120,28,40.9222,22,58,19.4037,383.693,196480,2541290
旗山,大林尾,3,9418-I,541,花崗石,120,26,4.1892,22,58,44.8442,307.650,192010,2542090
旗山,青埔乾,3,9418-I,613,花崗石,120,15,56.8442,22,58,50.3084,14.145,174720,2542330
旗山,大坪山,3,9418-I,526,花崗石,120,20,52.5137,22,58,59.5177,93.792,183140,2542580
旗山,牛長山,3,9418-I,531,花崗石,120,18,32.7081,22,59,19.9668,84.756,179160,2543220
旗山,光峰山,3,9418-I,474,花崗石,120,23,56.8878,22,59,22.1197,193.760,188390,2543250
旗山,東西崙,3,9418-I,523,花崗石,120,22,55.6457,22,59,33.4701,144.071,186650,2543600
旗山,A6,3,9418-I,內導903,銅標,120,15,9.0869,22,59,35.2358,18.829,173360,2543720
旗山,A5,3,9418-I,內導902,銅標,120,15,58.0294,22,59,41.4636,22.916,174760,2543900
高雄市,A2,3,9418-II,內導942,銅標,120,26,10.4421,22,30,33.1273,7.219,191990,2490050
高雄市,溪埔,3,9418-II,內補285,觀音石,120,25,28.5671,22,31,16.6323,9.773,190800,2491390
高雄市,A3,3,9418-II,內導943,銅標,120,26,41.8860,22,31,44.1038,18.882,192900,2492230
高雄市,鳳山,3,9418-II,894,花岡石,120,22,25.4242,22,31,55.9198,141.849,185570,2492620
高雄市,A5,3,9418-II,內導950,觀音石,120,28,16.0482,22,32,1.6753,4.412,195590,2492760
高雄市,A4,3,9418-II,內導944,銅標,120,27,27.8700,22,32,12.2954,15.984,194220,2493090
高雄市,洲子,3,9418-II,914,花崗石,120,29,26.8461,22,32,13.7368,6.195,197620,2493120
高雄市,A6,3,9418-II,內導636,觀音石,120,28,56.5574,22,32,17.1490,5.446,196750,2493230
高雄市,鯉魚山,3,9418-II,925,花崗石,120,26,31.6278,22,33,19.9435,28.982,192620,2495180
高雄市,山林尾,3,9418-II,省府銅標,銅標,120,20,21.4369,22,34,2.5724,22.278,182050,2496530
高雄市,上平山,3,9418-II,603,花崗石,120,23,18.0122,22,34,13.0435,97.831,187090,2496830
高雄市,G1-1,3,9418-II,內導649,觀音石,120,26,47.8504,22,34,25.3636,14.776,193090,2497190
高雄市,加工區(鳥松),3,9418-II,NO77,銅標,120,17,21.6131,22,35,28.5562,39.215,176920,2499200
高雄市,五甲,3,9418-II,NO78,銅標,120,19,16.0836,22,35,47.6590,27.764,180200,2499770
高雄市,考潭,3,9418-II,688,花崗石,120,23,9.1437,22,35,51.7845,61.460,186850,2499870
高雄市,萬丹,3,9418-II,內補278,觀音石,120,27,56.0161,22,36,11.4146,14.418,195050,2500440
高雄市,頂大寮,3,9418-II,內補645,觀音石,120,24,53.6929,22,36,36.8004,16.313,189840,2501240
高雄市,尚書林,3,9418-II,內補041,觀音石,120,22,13.6662,22,37,0.9273,56.921,185280,2502010
高雄市,旗後,3,9418-II,NO79,銅標,120,15,25.7646,22,37,1.9739,50.423,173630,2502090
高雄市,廣安,3,9418-II,869,花崗石,120,29,5.7506,22,37,3.5219,17.401,197050,2502040
高雄市,溪寮村,3,9418-II,內補042,觀音石,120,24,48.5346,22,37,51.5412,20.857,189710,2503540
高雄市,玉成,3,9418-II,336,花崗石,120,27,48.7105,22,37,58.9677,18.251,194850,2503750
高雄市,三塊厝,3,9418-II,NO74,銅標,120,18,23.0557,22,38,8.5597,45.180,178700,2504110
高雄市,赤山,3,9418-II,921,花崗石,120,21,7.1047,22,38,38.4171,33.021,183390,2505010
高雄市,高雄山,3,9418-II,893,花崗石,120,15,30.4788,22,38,42.1050,353.797,173780,2505170
高雄市,紙廠(蕃子埔),3,9418-II,NO75,銅標,120,29,1.8961,22,39,35.7260,39.494,196950,2506720
高雄市,鐵橋,3,9418-II,內埔043,觀音石,120,26,1.4282,22,39,45.1975,19.213,191800,2507030
高雄市,林內山,3,9418-II,內補45,花崗石,120,19,9.7408,22,40,9.7426,36.857,180050,2507840
高雄市,大道公,3,9418-II,897,花崗石,120,16,20.2583,22,40,17.1158,94.286,175220,2508090
高雄市,大平頂,3,9418-II,877,花崗石,120,25,20.9629,22,41,2.4722,43.811,190660,2509410
高雄市,潭底山,3,9418-II,536,花崗石,120,21,0.7260,22,41,23.2860,46.202,183230,2510080
高雄市,北機場,3,9418-II,內埔044,觀音石,120,27,34.9138,22,42,1.8321,28.549,194490,2511220
高雄市,竹子門,3,9418-II,NO72,銅標,120,19,46.9523,22,42,2.2948,28.131,181130,2511290
高雄市,觀音山,3,9418-II,內補055,觀音石,120,21,56.1512,22,43,44.1375,177.151,184830,2514410
高雄市,九甲圍,3,9418-II,496,花崗石,120,17,32.1666,22,44,11.5274,21.701,177300,2515290
高雄市,後莊,3,9418-II,5016,花崗石,120,29,50.8393,22,44,20.8871,34.500,198380,2515490
高雄市,茄苳坑,3,9418-II,海軍NO137,銅標,120,15,8.5715,22,44,22.0432,12.866,173210,2515630
高雄市,過田,3,9418-II,597,花崗石,120,29,12.2414,22,44,43.8385,34.324,197280,2516200
台南市,三點山,3,9418-IV,內補047,觀音石,120,12,46.7240,22,47,34.3396,6.721,169190,2521570
台南市,管府山,3,9418-IV,內補57,青石,120,12,9.8697,22,49,0.3804,9.190,168150,2524220
台南市,二塊厝,3,9418-IV,NO76,銅標,120,13,57.0372,22,49,29.4183,20.803,171210,2525100
台南市,E8,3,9418-IV,內導927,銅標,120,14,54.5631,22,50,40.1077,20.340,172870,2527260
台南市,E7,3,9418-IV,內導926,銅標,120,14,32.9546,22,51,17.7648,23.273,172260,2528420
台南市,蔡文庄,3,9418-IV,505,花崗石,120,14,24.8175,22,51,21.6913,15.677,172020,2528550
台南市,E6,3,9418-IV,內導925,銅標,120,14,31.8830,22,51,31.5638,23.380,172230,2528850
台南市,E5,3,9418-IV,內導924,銅標,120,14,42.2266,22,52,21.4541,57.017,172530,2530380
台南市,D5,3,9418-IV,內導639,觀音石,120,12,19.8233,22,53,27.6921,2.888,168480,2532440
台南市,海浦,3,9418-IV,535,花崗石,120,12,3.2837,22,53,37.1504,1.985,168010,2532730
台南市,D4,3,9418-IV,內導920,銅標,120,12,36.7022,22,53,45.0275,13.755,168970,2532970
台南市,D6,3,9418-IV,內導638,觀音石,120,12,4.1972,22,53,59.1909,2.763,168040,2533410
台南市,D3,3,9418-IV,內導921,銅標,120,12,52.4108,22,54,1.8514,16.225,169420,2533490
台南市,D2,3,9418-IV,內導922,銅標,120,13,33.0937,22,54,3.6683,12.865,170580,2533540
台南市,圍子內,3,9418-IV,內補1001,花崗石,120,11,45.0262,22,54,15.2477,2.761,167500,2533910
台南市,D7,3,9418-IV,內導919,銅標,120,12,6.7100,22,54,29.7431,13.255,168120,2534350
台南市,D8,3,9418-IV,內導918,銅標,120,11,38.5452,22,54,37.5749,9.323,167320,2534600
台南市,D9,3,9418-IV,內導917,銅標,120,11,15.4975,22,54,54.7010,12.024,166660,2535130
台南市,B6,3,9418-IV,內導923,銅標,120,14,54.7794,22,55,43.7223,10.059,172920,2536600
台南市,C14,3,9418-IV,內導916,銅標,120,10,24.3723,22,55,46.3003,16.669,165220,2536720
台南市,C13,3,9418-IV,內導915,銅標,120,10,19.5278,22,56,4.9658,9.323,165080,2537300
台南市,B5,3,9418-IV,內導644,觀音石,120,14,40.3302,22,56,14.6262,13.668,172510,2537550
台南市,C12,3,9418-IV,內導914,銅標,120,10,13.8604,22,56,33.5051,8.107,164920,2538180
台南市,喜樹,3,9418-IV,海軍56,花崗石,120,10,6.1972,22,56,50.9413,13.560,164710,2538710
台南市,虎子山,3,9418-IV,內補004,觀音石,120,13,41.8923,22,57,18.2769,25.002,170860,2539520
台南市,C11-1,3,9418-IV,內導637,銅標,120,10,31.4732,22,57,25.6579,1.363,165440,2539780
台南市,C4,3,9418-IV,內導906,銅標,120,13,1.6611,22,57,39.5810,34.391,169720,2540180
台南市,C5,3,9418-IV,內導910,銅標,120,12,50.2982,22,57,44.9111,29.335,169390,2540350
台南市,C2,3,9418-IV,內導905,銅標,120,14,9.3623,22,57,47.8983,20.535,171650,2540430
台南市,C6,3,9418-IV,內導907,銅標,120,12,32.0709,22,57,51.7003,32.209,168880,2540560
台南市,B2,3,9418-IV,內導913,銅標,120,14,53.0012,22,58,0.6668,22.010,172890,2540810
台南市,C7,3,9418-IV,內導908,銅標,120,12,17.0461,22,58,3.2660,27.566,168450,2540920
台南市,C1,3,9418-IV,內導904,銅標,120,13,39.4228,22,58,4.7017,32.694,170800,2540950
台南市,B1,3,9418-IV,內導641,觀音石,120,14,31.2311,22,58,5.8426,11.799,172270,2540980
台南市,C8,3,9418-IV,內導911,銅標,120,11,49.1852,22,58,13.5857,20.205,167660,2541240
台南市,桶盤淺,3,9418-IV,內補003,觀音石,120,12,0.4130,22,58,15.0222,19.229,167980,2541280
台南市,C9,3,9418-IV,內導909,銅標,120,11,9.7453,22,58,23.6759,15.571,166540,2541560
台南市,桂子山,3,9418-IV,無,銅標,120,11,41.0429,22,58,46.2959,29.498,167430,2542250
台南市,虎尾寮,3,9418-IV,內補67,銅標,120,13,57.6727,22,58,57.9523,39.156,171320,2542580
台南市,塗沙堀,3,9418-IV,內補66,銅標,120,14,39.8688,22,59,58.5320,21.460,172540,2544440
嘉義,林鳳營,3,9419-I,內補56,觀音石,120,19,40.1998,23,15,30.2194,17.319,181220,2573060
嘉義,滴水山,3,9419-I,440,花崗石,120,24,59.7271,23,15,44.1782,282.684,190300,2573450
嘉義,鐵線橋,3,9419-I,367,花崗石,120,15,38.6458,23,16,6.0530,8.256,174360,2574200
嘉義,五軍營,3,9419-I,內補054,觀音石,120,20,43.3937,23,17,2.8163,21.563,183030,2575900
嘉義,鹿坪山,3,9419-I,401,花崗石,120,28,29.5367,23,17,43.6639,443.580,196280,2577100
嘉義,桶頭山,3,9419-I,陸補166,青石,120,26,14.9002,23,17,47.7082,177.500,192450,2577240
嘉義,吉貝要,3,9419-I,450,花崗石,120,22,19.3886,23,18,3.0939,25.034,185770,2577740
嘉義,太子宮,3,9419-I,內補048,觀音石,120,16,5.5977,23,18,6.7431,9.783,175140,2577900
嘉義,頂窩,3,9419-I,417,花崗石,120,19,27.1637,23,18,20.4362,16.081,180870,2578300
嘉義,茄苳脚,3,9419-I,429,花崗石,120,17,32.3371,23,19,14.5143,10.810,177620,2579980
嘉義,安溪寮,3,9419-I,內補058,觀音石,120,20,50.4074,23,19,20.7379,20.236,183250,2580140
嘉義,凹子脚,3,9419-I,320,花崗石,120,24,14.5554,23,19,22.4590,36.313,189050,2580170
嘉義,南榮,3,9419-I,內補73,銅標,120,16,4.4733,23,19,30.6868,26.929,175130,2580490
嘉義,鏡壁山,3,9419-I,省府圖根點,,120,29,13.1586,23,20,18.7654,495.526,197540,2581870
嘉義,弟子山,3,9419-I,460,花崗石,120,26,31.6517,23,20,22.4719,136.923,192950,2582000
嘉義,烏樹林,3,9419-I,陸補92,水泥柱,120,22,45.6523,23,20,49.8992,29.346,186530,2582870
嘉義,頂嵌,3,9419-I,內補051,觀音石,120,16,2.2597,23,20,55.1753,12.733,175080,2583090
嘉義,,3,9419-I,內導414,觀音石,120,22,40.7590,23,21,28.7195,28.887,186400,2584060
嘉義,頂秀祐,3,9419-I,326,花崗石,120,24,2.1259,23,21,28.9127,34.431,188710,2584060
嘉義,下茄苳,3,9419-I,內補168,觀音石,120,22,2.7919,23,21,38.1603,23.752,185320,2584360
嘉義,,3,9419-I,內導394,觀音石,120,23,54.6159,23,21,59.6790,35.704,188500,2585010
嘉義,蘆竹潭,3,9419-I,336,花崗石,120,17,41.9350,23,22,13.7536,13.081,177920,2585490
嘉義,魚寮,3,9419-I,469,花崗石,120,20,9.1132,23,22,14.1057,17.048,182100,2585480
嘉義,半天寮山,3,9419-I,328,花崗石,120,28,29.6811,23,22,31.3142,209.743,196320,2585950
嘉義,上溪洲,3,9419-I,247,花崗石,120,15,15.2435,23,22,46.5388,9.336,173760,2586520
嘉義,平頂山,3,9419-I,內補165,觀音石,120,22,36.7233,23,23,4.6751,34.175,186300,2587020
嘉義,山子脚,3,9419-I,340,花崗石,120,24,42.0912,23,23,15.3299,49.307,189860,2587330
嘉義,大厝,3,9419-I,內補96,觀音山青石,120,26,25.9045,23,23,28.3923,73.649,192810,2587720
嘉義,頂潭,3,9419-I,349,花崗石,120,17,44.5062,23,23,43.3028,15.992,178010,2588240
嘉義,,3,9419-I,內導406,觀音石,120,24,0.2559,23,23,44.8965,41.812,188670,2588240
嘉義,三角,3,9419-I,180,花崗石,120,20,42.7694,23,23,49.2811,15.975,183070,2588400
嘉義,內導001,3,9419-I,001,觀音石,120,19,50.7474,23,23,59.1068,17.056,181590,2588710
嘉義,內導003,3,9419-I,003,觀音石,120,16,59.0777,23,24,10.0797,12.954,176720,2589070
嘉義,步兵崗,3,9419-I,陸補165,花崗石,120,25,3.7329,23,24,10.8784,31.557,190480,2589040
嘉義,內導041,3,9419-I,041,觀音石,120,18,45.7557,23,24,10.8949,16.683,179750,2589080
嘉義,,3,9419-I,內導408,觀音石,120,27,16.5115,23,24,13.1428,113.339,194250,2589090
嘉義,大棟山,3,9419-I,463,花崗石,120,23,26.8725,23,24,13.2775,45.512,187730,2589120
嘉義,內導002,3,9419-I,002,觀音石,120,18,51.9209,23,24,13.4296,17.283,179920,2589160
嘉義,將軍山,3,9419-I,內補156,觀音石,120,26,18.8281,23,24,15.0157,68.091,192610,2589150
嘉義,關帝廳,3,9419-I,陸補103,水泥柱,120,25,7.6382,23,24,16.3690,31.179,190590,2589200
嘉義,內導040,3,9419-I,040,觀音石,120,19,22.3216,23,24,28.2945,18.376,180790,2589610
嘉義,內導325,3,9419-I,325,銅標,120,22,1.2567,23,24,48.6830,39.807,185300,2590220
嘉義,新莊,3,9419-I,405,花崗石,120,16,2.4464,23,25,10.4349,17.316,175120,2590940
嘉義,大埤山,3,9419-I,472,花崗石,120,26,8.0083,23,25,18.6510,63.636,192310,2591110
嘉義,內導89,3,9419-I,89,觀音石,120,23,40.6423,23,25,27.9777,28.432,188130,2591420
嘉義,下半天,3,9419-I,386,花崗石,120,19,53.2459,23,25,32.5458,17.447,181680,2591590
嘉義,頂過溝,3,9419-I,內補093,觀音山青石,120,21,18.2079,23,25,42.0215,22.703,184090,2591870
嘉義,竹子脚,3,9419-I,內補89,觀音山青石,120,23,58.4296,23,25,51.2643,30.301,188640,2592130
嘉義,內導326,3,9419-I,326,銅標,120,16,26.6161,23,26,4.5115,10.540,175820,2592600
嘉義,內導88,3,9419-I,88,觀音石,120,23,55.3003,23,26,19.8269,30.592,188550,2593010
嘉義,內導039,3,9419-I,039,觀音石,120,20,11.0507,23,26,23.1219,18.295,182190,2593140
嘉義,內導048,3,9419-I,048,觀音石,120,21,58.9417,23,26,38.2309,27.204,185250,2593590
嘉義,赤蘭埔,3,9419-I,447,花崗石,120,29,38.7660,23,26,41.1535,125.051,198310,2593630
嘉義,大堀尾,3,9419-I,443,花崗石,120,22,36.9548,23,26,44.3867,26.128,186330,2593780
嘉義,內導047,3,9419-I,047,觀音石,120,22,5.7005,23,26,44.4920,24.726,185450,2593780
嘉義,內導87,3,9419-I,87,觀音石,120,24,21.1044,23,26,45.3693,31.392,189290,2593790
嘉義,內導038,3,9419-I,038,觀音石,120,20,45.2096,23,26,52.7179,21.655,183160,2594050
嘉義,內導086,3,9419-I,086,觀音石,120,24,38.5118,23,27,9.0746,32.344,189790,2594520
嘉義,內導46,3,9419-I,46,觀音石,120,21,13.2017,23,27,10.6321,21.722,183960,2594590
嘉義,頂港子墘,3,9419-I,內補092,觀音山青石,120,16,56.5857,23,27,11.7227,9.503,176680,2594660
嘉義,內導035,3,9419-I,035,觀音石,120,20,52.0956,23,27,20.9834,20.559,183360,2594910
嘉義,園頂,3,9419-I,內補95,觀音山青石,120,26,22.1834,23,27,22.6714,36.750,192730,2594930
嘉義,內導045,3,9419-I,045,觀音石,120,20,51.3277,23,27,23.0657,20.443,183340,2594980
嘉義,內導85,3,9419-I,85,觀音石,120,24,59.4375,23,27,27.5808,32.454,190380,2595090
嘉義,,3,9419-I,內導420,觀音石,120,29,2.2997,23,27,39.3806,96.529,197280,2595420
嘉義,田中央,3,9419-I,465,花崗石,120,24,50.8943,23,27,42.4093,32.088,190140,2595540
嘉義,後潭,3,9419-I,419,花崗石,120,20,41.5988,23,27,42.1383,18.536,183070,2595570
嘉義,新庄,3,9419-I,陸補88,水泥柱,120,26,30.1092,23,27,51.8861,35.163,192960,2595830
嘉義,內導83,3,9419-I,83,觀音石,120,24,12.6574,23,27,52.6520,29.651,189060,2595860
嘉義,內導004,3,9419-I,004,觀音石,120,17,2.3170,23,27,56.4262,10.253,176850,2596040
嘉義,內導044,3,9419-I,044,觀音石,120,20,18.9840,23,28,8.8131,18.231,182430,2596390
嘉義,內導034,3,9419-I,034,觀音石,120,20,18.5436,23,28,11.8891,17.966,182420,2596490
