圖名,點名,等級,圖號,標石號碼,標石種類,經度-度,分,秒,緯度-度,分,秒,高程_m,橫坐標_67坐標系統,縱坐標_67坐標系統
西螺,石碑脚,3,9420-I,陸補150,觀音石,120,25,9.9454,23,59,44.6990,7.991,190920,2654680
西螺,L3,3,9420-I,內導231,觀音石,120,25,51.2660,23,59,50.2605,7.958,192090,2654840
北港,內導74,3,9420-II,74,觀音石,120,23,47.4562,23,30,3.9369,25.053,188360,2599910
北港,山子頂山,3,9420-II,內補152,觀音石,120,16,59.7199,23,30,10.8859,10.365,176790,2600170
北港,過溝,3,9420-II,452,花崗石,120,20,49.9897,23,30,16.1079,16.715,183330,2600300
北港,水牛厝,3,9420-II,358,花崗石,120,22,29.5366,23,30,20.0661,23.345,186150,2600410
北港,內導25,3,9420-II,25,觀音石,120,24,2.0741,23,30,50.0373,25.012,188780,2601320
北港,,3,9420-II,內導363,觀音石,120,16,57.1383,23,30,50.3679,9.000,176730,2601390
北港,,3,9420-II,內導373,水泥,120,23,26.7599,23,30,59.4241,28.944,187780,2601620
北港,內導031,3,9420-II,031,觀音石,120,21,4.7012,23,31,3.3391,17.861,183750,2601750
北港,十四甲,3,9420-II,176,花崗石,120,27,36.5517,23,31,6.3698,74.224,194870,2601800
北港,牛斗山,3,9420-II,內補143,花崗石,120,23,13.7626,23,31,11.0915,22.960,187410,2601980
北港,牛稠山,3,9420-II,內補88,觀音山青石,120,24,48.1409,23,31,21.4451,33.478,190090,2602280
北港,內導026,3,9420-II,26,觀音石,120,26,8.2850,23,31,21.7130,43.098,192360,2602280
北港,內導014,3,9420-II,014,觀音石,120,16,47.3193,23,31,37.0377,7.172,176450,2602820
北港,內導015,3,9420-II,015,觀音石,120,17,41.3022,23,31,41.9182,11.329,177990,2602970
北港,內導024,3,9420-II,024,觀音石,120,22,20.8338,23,31,43.6407,18.878,185920,2602980
北港,下洋,3,9420-II,231,花崗石,120,25,20.4949,23,31,53.4995,36.706,191010,2603270
北港,港尾,3,9420-II,內補141,觀音石,120,16,3.0043,23,31,58.0828,13.304,175200,2603480
北港,沙子崙,3,9420-II,389,花崗石,120,16,29.3052,23,31,58.3725,7.126,175950,2603480
北港,內導071,3,9420-II,071,觀音石,120,23,23.4333,23,32,0.8463,22.048,187690,2603510
北港,中洋,3,9420-II,325,花崗石,120,21,55.0131,23,32,1.3248,18.335,185190,2603530
北港,菜公,3,9420-II,344,花崗石,120,20,20.5014,23,32,1.6302,15.949,182510,2603550
北港,內導030,3,9420-II,030,觀音石,120,20,48.8050,23,32,3.0700,15.973,183310,2603590
北港,松子脚山,3,9420-II,268,花崗石,120,28,17.2085,23,32,7.0071,141.237,196030,2603660
北港,內導016,3,9420-II,016,觀音石,120,18,29.6534,23,32,15.3558,10.570,179360,2603990
北港,內導023,3,9420-II,023,觀音石,120,21,59.5934,23,32,19.5150,19.485,185320,2604090
北港,內導022,3,9420-II,022,觀音石,120,21,25.0056,23,32,20.6155,17.825,184340,2604130
北港,鎮安宮,3,9420-II,陸補106,水泥柱,120,23,13.6269,23,32,21.0569,21.053,187420,2604130
北港,內導069,3,9420-II,069,觀音石,120,23,55.0487,23,32,22.2902,23.234,188590,2604160
北港,內導017,3,9420-II,017,觀音石,120,19,27.2882,23,32,28.4101,14.099,181000,2604380
北港,內導068,3,9420-II,068,觀音石,120,24,5.0124,23,32,31.1874,23.359,188880,2604430
北港,內導021,3,9420-II,021,觀音石,120,21,4.2387,23,32,34.3511,15.100,183750,2604550
北港,內導013,3,9420-II,013,觀音石,120,16,40.0609,23,32,41.5500,14.130,176260,2604810
北港,內導018,3,9420-II,018,觀音石,120,20,52.0068,23,32,42.0488,13.898,183400,2604790
北港,內導011,3,9420-II,011,觀音石,120,15,2.1653,23,32,48.8972,12.181,173480,2605050
北港,內導012,3,9420-II,012,觀音石,120,16,5.2405,23,32,52.4166,13.296,175270,2605150
北港,,3,9420-II,內導375,觀音石,120,16,16.5379,23,32,54.4683,13.526,175590,2605210
北港,內導067,3,9420-II,067,觀音石,120,24,7.8250,23,32,57.4106,23.306,188960,2605240
北港,內導060,3,9420-II,060,觀音石,120,24,18.0844,23,33,25.1170,22.121,189250,2606090
北港,內導019,3,9420-II,019,觀音石,120,21,22.0989,23,33,25.6951,16.495,184260,2606130
北港,內導020,3,9420-II,020,觀音石,120,21,23.9894,23,33,25.8777,16.532,184320,2606140
北港,牛稠脚,3,9420-II,內補155,觀音石,120,16,42.8563,23,33,38.6242,14.344,176350,2606570
北港,陳厝寮,3,9420-II,418,花崗石,120,28,24.5151,23,33,54.2196,104.539,196250,2606960
北港,潭底子,3,9420-II,378,花崗石,120,21,21.1733,23,33,58.8786,15.465,184240,2607150
北港,內導058,3,9420-II,058,觀音石,120,24,32.1030,23,34,3.4357,23.671,189660,2607270
北港,下寮,3,9420-II,262,花崗石,120,24,32.4281,23,34,18.1868,22.939,189670,2607720
北港,內導055,3,9420-II,055,觀音石,120,24,48.0987,23,34,46.3816,22.507,190120,2608590
北港,內導054,3,9420-II,054,觀音石,120,24,53.9026,23,34,59.4616,22.337,190280,2608990
北港,內導052,3,9420-II,052,觀音石,120,24,5.5921,23,35,12.6870,19.422,188910,2609400
北港,內導053,3,9420-II,053,觀音石,120,24,31.1023,23,35,22.5241,22.942,189640,2609700
北港,崙子,3,9420-II,內補145,觀音石,120,20,38.3307,23,35,39.0533,16.983,183040,2610240
北港,大林,3,9420-II,內補160,花崗石,120,26,44.6967,23,35,55.7173,30.966,193430,2610710
北港,潭底,3,9420-II,內補148,觀音石,120,27,0.6297,23,35,56.0741,32.674,193880,2610720
北港,好收,3,9420-II,內導417,觀音石,120,16,16.2537,23,35,56.6726,13.134,175610,2610820
北港,竹圍子,3,9420-II,338,花崗石,120,24,1.9379,23,36,3.0696,18.668,188820,2610950
北港,蕃子,3,9420-II,411,花崗石,120,18,50.1943,23,36,9.3657,22.971,179980,2611190
北港,內導051,3,9420-II,051,觀音石,120,24,48.0448,23,36,10.9404,20.965,190130,2611190
北港,內導049,3,9420-II,049,觀音石,120,25,46.6445,23,36,16.4871,25.791,191790,2611350
北港,草湖,3,9420-II,內導380,觀音石,120,17,57.0562,23,36,30.0112,12.003,178480,2611830
北港,內林,3,9420-II,內補157,花崗石,120,28,43.2095,23,36,35.3206,46.348,196790,2611910
北港,虎頭山,3,9420-II,內補153,觀音石,120,16,12.1480,23,36,44.3009,12.462,175510,2612280
北港,甘蔗崙,3,9420-II,355,花崗石,120,25,49.9936,23,36,52.1265,27.614,191890,2612450
北港,西勢潭,3,9420-II,388,花崗石,120,22,22.1862,23,36,53.3479,12.875,186000,2612510
北港,內導050,3,9420-II,050,觀音石,120,25,15.7746,23,36,54.9084,23.993,190920,2612540
北港,水門,3,9420-II,內導419,觀音石,120,21,32.9890,23,36,58.3086,18.796,184600,2612670
北港,,3,9420-II,內導386,觀音石,120,21,57.3739,23,37,0.3457,18.571,185290,2612730
北港,,3,9420-II,內導366,觀音石,120,22,6.0003,23,37,10.8578,19.024,185540,2613050
北港,下林頭,3,9420-II,276,花崗石,120,29,36.9179,23,37,17.7889,52.372,198320,2613210
北港,頂管崙,3,9420-II,364,花崗石,120,19,34.0380,23,37,29.9733,15.676,181240,2613660
北港,,3,9420-II,內導421,觀音石,120,27,56.7154,23,37,31.4587,37.510,195480,2613640
北港,大湖,3,9420-II,內補199,花崗石,120,26,49.8270,23,37,32.8920,31.165,193590,2613700
北港,火燒寮,3,9420-II,內導407,觀音石,120,20,56.3509,23,37,35.7414,14.930,183570,2613830
北港,舊庄,3,9420-II,217,花崗石,120,24,18.0080,23,38,12.2361,18.801,189290,2614920
北港,鹿寮,3,9420-II,368,花崗石,120,21,24.6377,23,38,20.6633,14.493,184380,2615200
北港,,3,9420-II,內導383,觀音石,120,22,19.5418,23,38,27.9827,20.103,185930,2615420
北港,H13,3,9420-II,內導262,觀音石,120,15,0.7881,23,38,37.3385,10.891,173500,2615770
北港,潭內,3,9420-II,412,花崗石,120,16,37.2837,23,38,38.8706,19.184,176240,2615800
北港,H12,3,9420-II,內導359,觀音石,120,15,4.4534,23,39,3.5600,9.828,173610,2616580
北港,水茂,3,9420-II,331,花崗石,120,19,44.3662,23,39,12.8177,15.241,181540,2616820
北港,,3,9420-II,內導239,觀音石,120,28,32.5994,23,39,27.2166,37.672,196510,2617200
北港,H6,3,9420-II,內導354,觀音石,120,16,33.1384,23,39,27.2396,10.245,176130,2617290
北港,I2,3,9420-II,內導061,觀音石,120,28,1.6987,23,39,29.0084,34.025,195640,2617260
北港,H7,3,9420-II,內導415,觀音石,120,15,53.8381,23,39,31.4939,8.955,175010,2617430
北港,H3,3,9420-II,內導332,觀音石,120,19,10.2368,23,39,34.5784,14.158,180580,2617500
北港,H1,3,9420-II,內導250,觀音石,120,19,37.6845,23,39,35.3877,15.431,181360,2617520
北港,後溝子,3,9420-II,270,花崗石,120,27,43.0664,23,39,37.6000,32.318,195110,2617530
北港,H8,3,9420-II,內導360,觀音石,120,15,25.7291,23,39,38.9904,11.130,174220,2617660
北港,過港,3,9420-II,內補150,花崗石,120,23,27.4233,23,39,40.3484,22.945,187870,2617640
北港,猴悶溝,3,9420-II,371,花崗石,120,29,54.3021,23,39,47.2715,44.259,198830,2617810
北港,I3,3,9420-II,內導254,觀音石,120,27,3.2141,23,39,50.9802,29.833,193980,2617940
北港,H4,3,9420-II,內導248,觀音石,120,18,46.5508,23,39,56.7814,13.960,179910,2618180
北港,H2,3,9420-II,內導242,觀音石,120,20,0.6340,23,39,57.7496,15.501,182010,2618200
北港,I6,3,9420-II,內導249,觀音石,120,25,11.6547,23,39,59.1633,23.963,190820,2618210
北港,元長寮,3,9420-II,353,花崗石,120,17,23.8091,23,40,10.8393,15.719,177570,2618630
北港,I5,3,9420-II,內導241,觀音石,120,25,49.3806,23,40,13.6078,26.216,191890,2618650
北港,H5,3,9420-II,內導357,觀音石,120,18,1.7610,23,40,14.4725,11.369,178640,2618730
北港,I4,3,9420-II,內導253,觀音石,120,26,38.3572,23,40,16.4744,28.243,193280,2618730
北港,I7,3,9420-II,內導251,觀音石,120,25,14.8472,23,40,21.0583,25.852,190920,2618880
北港,I16,3,9420-II,內導259,觀音石,120,21,40.9447,23,40,29.3672,18.888,184860,2619160
北港,I17,3,9420-II,內導244,觀音石,120,20,35.1590,23,40,41.3712,16.959,182990,2619540
北港,,3,9420-II,內導133,觀音石,120,29,48.9819,23,40,46.2221,39.187,198690,2619620
北港,I8,3,9420-II,內導255,觀音石,120,25,20.7209,23,40,55.9555,23.498,191090,2619950
北港,新崙,3,9420-II,354,花崗石,120,24,58.9366,23,41,4.3546,26.152,190470,2620210
北港,I9,3,9420-II,內導331,觀音石,120,24,32.3520,23,41,5.7052,25.479,189720,2620260
北港,,3,9420-II,內導341,觀音石,120,18,7.0930,23,41,6.8977,13.794,178800,2620340
北港,大老,3,9420-II,391,花崗石,120,21,27.2306,23,41,15.7111,17.983,184470,2620590
北港,中湖,3,9420-II,內補110,陽明石,120,18,50.4390,23,41,22.3696,13.507,180030,2620810
北港,I12,3,9420-II,內導252,觀音石,120,23,14.3607,23,41,23.9581,20.503,187510,2620830
北港,I10,3,9420-II,內導256,觀音石,120,23,49.5743,23,41,27.2942,24.030,188510,2620930
北港,,3,9420-II,內導349,觀音石,120,17,34.4184,23,41,27.4254,13.324,177880,2620980
北港,I13,3,9420-II,內導243,觀音石,120,22,33.9866,23,41,31.5525,20.015,186370,2621070
北港,I14,3,9420-II,內導247,觀音石,120,21,46.0329,23,41,40.8774,18.918,185010,2621360
北港,I11,3,9420-II,內導245,觀音石,120,23,54.7534,23,41,45.8390,22.354,188660,2621500
北港,I15,3,9420-II,內導1007,銅標,120,20,52.4980,23,41,54.4472,20.988,183500,2621780
北港,昌南,3,9420-II,327,花崗石,120,15,8.9820,23,41,56.6648,16.996,173770,2621900
北港,,3,9420-II,內導1080,銅標,120,18,8.3146,23,42,4.4527,19.563,178850,2622110
北港,,3,9420-II,內導347,觀音石,120,17,19.2523,23,42,9.5667,12.272,177460,2622280
北港,F4,3,9420-II,內導350,觀音石,120,16,50.6155,23,42,13.7883,11.793,176650,2622410
北港,F6,3,9420-II,內導1005,銅標,120,15,29.9597,23,42,41.2591,16.473,174370,2623270
北港,,3,9420-II,內導422,觀音石,120,18,27.9388,23,42,46.2720,13.935,179410,2623400
北港,林珠寮,3,9420-II,內補116,陽明石,120,16,36.7392,23,42,51.9544,11.321,176260,2623590
北港,下堀頭,3,9420-II,內補105,陽明石,120,27,6.6283,23,42,55.0784,33.349,194100,2623610
北港,,3,9420-II,內導036,觀音石,120,26,39.6458,23,42,55.2967,32.246,193340,2623620
北港,後庄,3,9420-II,330,花崗石,120,25,31.5374,23,43,6.6743,28.140,191410,2623970
北港,,3,9420-II,內導177,觀音石,120,25,15.8947,23,43,15.0073,27.625,190970,2624230
北港,,3,9420-II,內導343,觀音石,120,20,30.0189,23,43,16.5425,15.417,182870,2624310
北港,F5,3,9420-II,內導1006,銅標,120,15,44.6143,23,43,17.8138,16.925,174790,2624390
北港,,3,9420-II,內導170,觀音石,120,27,51.6194,23,43,17.9906,34.576,195380,2624310
北港,王厝寮,3,9420-II,341,花崗石,120,20,15.9993,23,43,19.7016,17.765,182470,2624410
北港,,3,9420-II,內導1019,銅標,120,19,50.2612,23,43,21.3224,21.754,181750,2624470
北港,北港,3,9420-II,內導1021,銅標,120,25,40.3404,23,43,22.0346,39.281,191660,2624440
北港,,3,9420-II,內導271,觀音石,120,29,19.1203,23,43,24.9146,36.581,197860,2624510
北港,惠來厝,3,9420-II,292,花崗石,120,28,35.5143,23,43,35.5482,34.923,196620,2624840
北港,,3,9420-II,內導335,觀音石,120,20,22.0067,23,43,35.9105,14.947,182650,2624910
北港,龍岩,3,9420-II,內補109,陽明石,120,18,32.4875,23,43,39.1409,12.028,179550,2625020
北港,,3,9420-II,內導377,觀音石,120,20,35.0105,23,43,57.6776,15.935,183020,2625580
北港,,3,9420-II,內導274,觀音石,120,20,18.9984,23,43,57.9394,15.039,182560,2625590
北港,,3,9420-II,內導270,觀音石,120,29,57.4091,23,44,6.5540,36.856,198950,2625790
北港,,3,9420-II,內導134,觀音石,120,25,8.2355,23,44,8.1290,33.349,190760,2625870
北港,廉使,3,9420-II,內補108,陽明石,120,24,48.0787,23,44,31.8463,23.870,190190,2626600
北港,,3,9420-II,內導345,觀音石,120,20,20.3034,23,44,34.5615,17.405,182610,2626710
北港,,3,9420-II,內導399,觀音石,120,20,11.9863,23,44,58.1893,15.254,182370,2627440
北港,,3,9420-II,內導117,觀音石,120,24,10.6504,23,44,43.4127,24.896,189130,2626960
臺西,下灣子,3,9420-III,內補164,觀音石,120,12,9.0982,23,30,8.1621,4.104,168550,2600130
臺西,前崩山,3,9420-III,內補140,觀音石,120,13,52.2883,23,30,27.9561,6.034,171480,2600730
臺西,內導007,3,9420-III,007,觀音石,120,11,0.2346,23,31,5.6968,4.653,166600,2601910
臺西,內導009,3,9420-III,009,觀音石,120,12,4.7765,23,31,37.7311,3.040,168440,2602890
臺西,尖山脚,3,9420-III,345,花崗石,120,13,1.1371,23,31,49.5121,5.183,170040,2603240
臺西,水井,3,9420-III,內補094,觀音山青石,120,10,47.9224,23,31,54.0725,2.669,166260,2603400
臺西,內導008,3,9420-III,008,觀音石,120,11,50.8948,23,31,54.8817,2.311,168050,2603420
臺西,尖山脚,3,9420-III,內補091,觀音山青石,120,13,3.5071,23,31,55.0816,7.790,170110,2603410
臺西,內導010,3,9420-III,010,觀音石,120,13,49.2183,23,32,19.5486,7.629,171410,2604160
臺西,水井,3,9420-III,陸補100,水泥柱,120,10,55.9641,23,32,19.8258,4.337,166500,2604190
臺西,,3,9420-III,內導356,觀音石,120,12,12.0872,23,32,28.5930,1.229,168660,2604450
臺西,後壁崙子,3,9420-III,內補090,觀音山青石,120,14,18.2896,23,32,56.9258,8.148,172240,2605300
臺西,牛尿莊,3,9420-III,內補146,觀音石,120,9,30.6266,23,33,39.6378,6.186,164090,2606660
臺西,食水堀,3,9420-III,343,花崗石,120,11,25.6728,23,33,45.2054,6.852,167350,2606820
臺西,,3,9420-III,內導401,觀音石,120,10,19.3358,23,33,59.9452,2.922,165470,2607280
臺西,,3,9420-III,內導1009,銅標,120,8,47.3254,23,34,33.4639,10.490,162870,2608330
臺西,中庄崙,3,9420-III,380,花崗石,120,14,4.6153,23,34,45.5113,9.957,171870,2608650
臺西,萬興村,3,9420-III,內導1002,銅標,120,13,20.2045,23,35,8.7258,11.848,170620,2609370
臺西,萬興,3,9420-III,379,花崗石,120,12,37.7774,23,35,22.1377,9.729,169410,2609790
臺西,青蚶,3,9420-III,內補159,觀音石,120,8,52.4835,23,35,31.8977,2.123,163030,2610120
臺西,,3,9420-III,內導361,觀音石,120,10,55.5747,23,36,25.4446,5.358,166530,2611750
臺西,鬼子山,3,9420-III,內補149,觀音石,120,10,10.2967,23,36,38.8464,4.561,165250,2612170
臺西,,3,9420-III,內導1008,銅標,120,9,23.3774,23,37,5.6917,13.039,163920,2613000
臺西,H16,3,9420-III,內導338,觀音石,120,13,6.9379,23,37,11.0455,5.860,170260,2613130
臺西,咯內,3,9420-III,內補107,花崗石,120,13,29.0408,23,37,24.5494,7.656,170890,2613540
臺西,G8,3,9420-III,內導1029,銅標,120,13,3.8690,23,37,56.5407,13.575,170180,2614530
臺西,H15,3,9420-III,內導388,觀音石,120,14,21.0147,23,37,58.4787,8.490,172370,2614580
臺西,H14,3,9420-III,內導358,觀音石,120,14,50.8625,23,38,7.7136,8.137,173210,2614860
臺西,頂箔子,3,9420-III,374,花崗石,120,8,7.6527,23,38,8.6993,2.951,161790,2614960
臺西,,3,9420-III,內導1004,銅標,120,8,39.0846,23,38,8.7508,11.705,162680,2614950
臺西,G7,3,9420-III,內導1028,銅標,120,12,52.7109,23,38,22.3949,16.003,169870,2615330
臺西,H10,3,9420-III,內導384,觀音石,120,14,15.7885,23,39,9.8825,9.564,172230,2616780
臺西,H9,3,9420-III,內導365,觀音石,120,14,26.7657,23,39,11.6470,9.752,172540,2616830
臺西,G6,3,9420-III,內導1027,銅標,120,12,17.5155,23,39,12.7632,5.568,168880,2616880
臺西,H11,3,9420-III,內導396,觀音石,120,14,41.2379,23,39,14.2688,9.675,172950,2616910
臺西,溪尾,3,9420-III,內補117,陽明石,120,12,4.5515,23,39,36.6499,6.933,168520,2617620
臺西,牛埔頭,3,9420-III,332,花崗石,120,14,32.8397,23,39,42.4591,8.718,172720,2617780
臺西,G5,3,9420-III,內導1026,銅標,120,12,2.3751,23,39,54.3328,11.405,168460,2618170
臺西,G4,3,9420-III,內導1025,銅標,120,11,45.1953,23,40,36.3601,11.834,167980,2619460
臺西,F8,3,9420-III,內導334,觀音石,120,13,52.6322,23,41,3.4567,6.498,171590,2620280
臺西,G3,3,9420-III,內導246,銅標,120,10,46.6211,23,41,3.6624,10.695,166320,2620310
臺西,F7,3,9420-III,內導263,觀音石,120,14,40.2610,23,41,13.8546,8.125,172940,2620590
臺西,F9,3,9420-III,內導333,觀音石,120,13,49.3204,23,41,20.5538,7.313,171500,2620800
臺西,蘇厝,3,9420-III,410,花崗石,120,10,32.1929,23,41,30.0593,6.055,165920,2621130
臺西,糠榔脚,3,9420-III,375,花崗石,120,13,5.5041,23,41,33.8867,13.259,170260,2621220
臺西,F10,3,9420-III,內導1001,銅標,120,13,41.1245,23,41,52.5814,9.547,171280,2621790
臺西,F11,3,9420-III,內導336,觀音石,120,13,31.3337,23,42,13.2987,7.108,171000,2622430
臺西,G2,3,9420-III,內導1024,銅標,120,10,53.4870,23,42,15.6948,9.964,166530,2622530
臺西,F12,3,9420-III,內導272,觀音石,120,13,50.5287,23,42,29.4594,6.917,171550,2622920
臺西,F13,3,9420-III,內導260,觀音石,120,13,52.2152,23,43,4.2976,6.518,171600,2623990
臺西,五條港,3,9420-III,內補118,陽明石,120,11,29.9382,23,43,15.1295,8.099,167570,2624350
臺西,火燒牛稠,3,9420-III,373,花崗石,120,13,31.8714,23,43,32.7202,13.577,171030,2624870
臺西,F14,3,9420-III,內導273,觀音石,120,14,23.6181,23,44,2.4750,8.433,172500,2625780
臺西,G1,3,9420-III,內導1023,銅標,120,12,29.1911,23,44,7.4081,8.707,169260,2625950
臺西,F15,3,9420-III,內導337,觀音石,120,14,24.8048,23,44,34.0798,7.473,172540,2626750
臺西,F16,3,9420-III,內導292,觀音石,120,14,52.1969,23,44,58.6400,15.834,173320,2627500
麥寮,麥寮,3,9420-IV,334,花崗石,120,14,49.7611,23,45,16.7451,20.604,173250,2628060
鹿港,L10,3,9421-II,內導216,觀音石,120,28,12.9561,24,0,7.6447,12.019,196100,2655360
鹿港,L9,3,9421-II,內導215,觀音石,120,27,45.5715,24,0,11.3142,10.475,195330,2655480
鹿港,L4,3,9421-II,內導230,觀音石,120,25,54.3024,24,0,16.5065,7.627,192180,2655650
鹿港,L5,3,9421-II,內導228,觀音石,120,25,36.3744,24,0,18.4437,7.614,191680,2655710
鹿港,L8,3,9421-II,內導214,觀音石,120,27,10.0437,24,0,20.0852,9.348,194320,2655750
鹿港,L11,3,9421-II,內導217,觀音石,120,28,24.0857,24,0,22.4812,11.564,196420,2655820
鹿港,L7,3,9421-II,內導084,觀音石,120,26,48.9208,24,0,34.5970,13.015,193730,2656200
鹿港,L12,3,9421-II,內導218,觀音石,120,28,37.5978,24,0,37.8650,11.945,196800,2656290
鹿港,番同厝,3,9421-II,261,花崗石,120,25,58.1794,24,0,40.4731,11.758,192290,2656390
鹿港,L6,3,9421-II,內導226,觀音石,120,25,27.6498,24,0,40.9676,7.347,191430,2656410
鹿港,P22,3,9421-II,內導229,觀音石,120,25,27.8601,24,0,40.9882,7.557,191440,2656410
鹿港,P21,3,9421-II,內導208,觀音石,120,25,20.9950,24,0,57.8032,6.813,191250,2656930
鹿港,P20,3,9421-II,內導205,觀音石,120,25,0.8924,24,1,5.1736,7.666,190680,2657160
鹿港,外出水溝,3,9421-II,200,花崗石,120,23,58.6665,24,1,19.8744,8.786,188920,2657610
鹿港,L14,3,9421-II,內導300,銅標,120,29,0.5226,24,1,32.1406,22.476,197450,2657960
鹿港,L16,3,9421-II,內導220,觀音石,120,28,7.9686,24,1,42.5062,10.146,195970,2658280
鹿港,L15,3,9421-II,內導219,觀音石,120,28,24.2570,24,1,43.1689,10.391,196430,2658300
鹿港,外埔,3,9421-II,307,花崗石,120,28,15.5967,24,1,50.2261,11.609,196190,2658520
鹿港,L17,3,9421-II,內導221,觀音石,120,28,43.2811,24,1,51.9012,10.204,196970,2658570
鹿港,P19,3,9421-II,內導312,銅片,120,24,17.4254,24,1,53.3349,14.599,189460,2658640
鹿港,L18,3,9421-II,內導301,銅標,120,28,46.5592,24,2,7.1341,16.308,197060,2659040
鹿港,福興,3,9421-II,陸補147,觀音石,120,25,9.0536,24,2,19.5364,11.353,190920,2659440
鹿港,L19,3,9421-II,內導222,觀音石,120,28,53.0079,24,2,20.0708,9.563,197250,2659430
鹿港,L20,3,9421-II,內導223,觀音石,120,29,17.9052,24,2,22.2679,11.204,197950,2659500
鹿港,L21,3,9421-II,內導224,觀音石,120,29,16.5589,24,2,40.1970,9.919,197910,2660050
鹿港,L22,3,9421-II,內導225,觀音石,120,29,27.5414,24,2,49.5044,10.179,198230,2660340
鹿港,福興,3,9421-II,174,觀音石,120,25,5.9162,24,2,55.0685,12.478,190830,2660540
鹿港,P18,3,9421-II,內導311,銅標,120,25,16.6379,24,2,59.3919,15.220,191140,2660670
鹿港,L23,3,9421-II,內導302,銅標,120,29,26.0228,24,3,10.1911,9.406,198180,2660970
鹿港,民主橋,3,9421-II,內補085,觀音山青石,120,29,13.8386,24,3,19.5638,9.400,197840,2661260
鹿港,P4,3,9421-II,內導204,觀音石,120,27,24.0396,24,3,21.3962,7.430,194740,2661330
鹿港,P3,3,9421-II,內導173,觀音石,120,28,1.0607,24,3,26.0453,8.652,195790,2661470
鹿港,P2,3,9421-II,內導132,觀音石,120,28,29.7825,24,3,29.7489,8.507,196600,2661580
鹿港,P1,3,9421-II,內導303,銅標,120,29,16.4368,24,3,35.6799,15.674,197920,2661760
鹿港,房厝,3,9421-II,287,花崗石,120,27,8.3172,24,3,47.5539,8.325,194300,2662140
鹿港,P17,3,9421-II,內導310,銅標,120,25,10.9020,24,3,50.7713,13.517,190980,2662250
鹿港,P7,3,9421-II,內導304,銅標,120,26,56.0235,24,4,20.7914,12.440,193960,2663160
鹿港,P8,3,9421-II,內導305,銅標,120,27,12.7437,24,4,29.3686,15.229,194430,2663420
鹿港,P9,3,9421-II,內導209,觀音石,120,27,24.2535,24,4,49.9618,9.285,194760,2664050
鹿港,P16,3,9421-II,內導309,銅片,120,25,27.7857,24,4,50.4107,10.326,191470,2664080
鹿港,海埔厝,3,9421-II,216,花崗石,120,26,0.3814,24,5,3.8249,4.320,192390,2664490
鹿港,P15,3,9421-II,內導308,銅片,120,25,36.7606,24,5,13.6217,6.148,191720,2664790
鹿港,P11,3,9421-II,內導306,銅標,120,28,20.0318,24,5,17.2096,18.606,196330,2664890
鹿港,P10,3,9421-II,內導206,觀音石,120,27,27.1231,24,5,21.4694,5.115,194840,2665020
鹿港,興化厝,3,9421-II,內補086,觀音山青石,120,28,0.2975,24,5,31.0499,9.425,195780,2665310
鹿港,P14,3,9421-II,內導307,銅標,120,26,21.8552,24,5,39.2616,12.966,193000,2665580
鹿港,P12,3,9421-II,內導203,觀音石,120,27,37.6240,24,5,42.2264,4.454,195140,2665660
鹿港,P13,3,9421-II,內導207,觀音石,120,27,9.1996,24,5,44.9286,3.948,194340,2665750
鹿港,尾莊崙,3,9421-II,36,花崗石,120,26,23.4217,24,6,58.5900,7.971,193050,2668020
鹿港,溫仔,3,9421-II,內導806,銅標,120,26,51.2483,24,7,43.9424,11.027,193850,2669410
鹿港,泉州,3,9421-II,92,花崗石,120,28,31.0248,24,9,15.2953,10.612,196670,2672210
鵝鑾鼻,龜呵吠山,3,9516-I,903,花崗石,120,47,58.6661,21,58,3.5867,276.197,229300,2429990
鵝鑾鼻,赤牛嶺,3,9516-I,666,花崗石,120,45,39.3253,21,59,27.5539,283.192,225310,2432580
貓鼻頭,水泉莊,3,9516-IV,853,花崗石,120,42,48.7916,21,56,51.7298,122.433,220410,2427800
大武,耆路知可山,3,9517-I,4254,花崗石,120,47,27.4885,22,15,31.5661,915.558,228450,2462230
大武,楓溪口,3,9517-I,4235,花崗石,120,52,42.6121,22,16,13.9085,198.332,237470,2463520
大武,助矢山,3,9517-I,4223,花崗石,120,49,37.6966,22,19,16.5602,601.384,232190,2469140
大武,大鳥萬,3,9517-I,800,花崗石,120,52,44.1584,22,22,29.1567,360.258,237530,2475060
大武,大鳥山,3,9517-I,4220,花崗石,120,52,11.0290,22,24,29.6532,733.565,236580,2478770
大武,六禮,3,9517-I,4213,花崗石,120,49,18.4081,22,25,50.3146,1043.855,231650,2481250
大武,大溪,3,9517-I,4236,花崗石,120,56,6.7755,22,28,18.8289,365.598,243330,2485810
大武,戶阿春,3,9517-I,4227,花崗石,120,53,6.9648,22,28,20.7646,753.838,238190,2485870
滿州,射麻里,3,9517-II,4240,花崗石,120,48,28.2358,22,1,16.3898,172.390,230160,2435920
滿州,萬里得山,3,9517-II,909,花崗石,120,50,1.3303,22,4,11.8687,521.990,232830,2441320
滿州,南勢湖山,3,9517-II,4238,花崗石,120,45,16.4994,22,4,59.9125,325.933,224670,2442800
滿州,四林格山,3,9517-II,4246,花崗石,120,47,43.6331,22,5,5.8860,592.309,228890,2442980
滿州,九棚山,3,9517-II,937,花崗石,120,52,2.9869,22,6,1.0473,351.676,236320,2444670
滿州,港子鼻,3,9517-II,4242,花崗石,120,52,43.7589,22,8,34.6787,209.377,237500,2449390
